correct,incorrect
তৎসংক্রান্ত,ততসংক্রান্ত
তৎসম,তৎসমো
তত্ত্ব,তত্ত
তত্ত্বাবধান,তত্ত্বাবধাণ
তত্ত্বাবধায়ক,তত্বাবধায়ক
তত্ত্বীয়,তত্ত্বিয়
তথাকথিত,তথা কথিত
তথ্যকেন্দ্র,তথ্য কেন্দ্র
তথ্যচিত্র,তথ্য চিত্র
তথ্যনির্ভর,তথ্য নির্ভর
তথ্যবিবরণী,তথ্যবিবরণি
তথ্যভিত্তিক,তথ্য ভিত্তিক
তথ্যসমৃদ্ধ,তথ্য সমৃদ্ধ
তদতিরিক্ত,তততিরিক্ত
তদনুযায়ী,তদানুযায়ী
তদনুরূপ,তদনূরুপ
তদনুসারে,তদানুসারে
তদন্ত,তদণ্ত
তদন্ত কমিটি,তদন্ত কমিটী
তদন্ত কমিশন,তদন্তকমিশন
তদন্তকারী,তদন্তকারি
তদবির,তদ্বির
তদবিরকারী,তদবিরকারি
তদর্থক,ততর্থক
তদানীন্তন,তদানিন্তন
তদারকি,তদারকী
তদুপরি,তদূপরি
তদ্‌রূপ/তদ্রূপ,তদ্রুপ
তদ্ধিত,তদ্ধিৎ
তদ্ভব,তদ্ভব্
তন্তু,তন্তূ
তন্তুবায়,তন্তু বায়
তন্ত্রী,তন্ত্রি
তন্দুরি,তন্দুরী
তন্নতন্ন,তন্ন তন্ন
তন্বী,তন্বি
তপশিল,তপসিল
তপশিলি,তপশিলী
তপস্বী,তপস্বি
তপস্যালব্ধ,তপস্যালদ্ধ
তফসির,তফসীর
তফাত,তফাৎ
তবলচি,তবলচী
তবলিগ,তবলীগ
তমদ্দুন,তমদ্দুণ
তমালবন,তমাল-বন
তরকারি,তরকারী
তরঙ্গ,তরংগ
তরঙ্গদৈর্ঘ্য,তরঙ্গ দৈর্ঘ্য
তরজমা,তর্জমা
তরজমাকারী,তরজমাকারি
তরণি,তরণী
তরতাজা,তরোতাজা
তরতিব,তরতীব
তরফদার,তরফদাড়
তরফদারি,তরফাদারী
তরবারি,তরবারী
তরমুজ,তরমূজ
তরলীকরণ,তরলিকরণ
তরলীকৃত,তরলিকৃত
তরলীভূত,তরলীভুত
তরিকা,তরীকা
তরিতরকারি,তরিতরকারী
তরুণ,তরুন
তরুণী,তরুণি
তর্কাতর্কি,তর্কাতর্কী
তর্জনী,তর্জনি
তর্পণ,তর্পন
তলবি,তলবী
তলানি,তলানী
তলােয়ার,তলােয়াড়
তল্পি,তলপি
তল্পিবাহক,তল্পি বাহক
তল্লাট,তল্লাঠ
তল্লাশি,তল্লাশী
তশতরি,তশতরী
তশরিফ,তশরীফ
তসবি,তসবী
তহবিল,তহবীল
তহশিল,তহশীল
তহশিলদার,তহশীলদার
তহশিলদারি,তহসিলদারী
তাওয়া,তাওআ
তাঁতি,তাঁতী
তাঁবু,তাবু
তাঁবেদার,তাবেদার
তাঁবেদারি,তাঁবেদারী
তাগড়া (বলবান),তাগরা
তাগাদাপত্র,তাগাদা পত্র
তাগিদপত্র,তাগিদ পত্র
তাজমহল,তাজ মহল
তাড়না,তাড়ণা
তাণ্ডব,তান্ডব
তাণ্ডবলীলা,তান্ডব লীলা
তাৎক্ষণিক,তাতক্ষণিক
তাৎপর্য,তাৎপর্য্য
তাত্ত্বিক,তাত্বিক
তানপুরা,তাণপুরা
তাপপ্রবাহ,তাপ-প্রবাহ
তাপসী,তাপসি
তাপীয়,তাপিয়
তাবৎ,তাবত
তাবিজ,তাবীজ
তামাদি,তামাদী
তামাশা,তামাসা
তামিল,তামীল
তাম্রফলক,তাম্র ফলক
তাম্রলিপি,তাম্র লিপি
তাম্রলিপ্ত,তাম্র লিপ্ত
তাম্রশাসন,তাম্র শাসন
তারকাচিহ্ন,তারকা চিহ্ন
তারতম্য,তারােতম্য
তারবার্তা,তার বার্তা
তারল্য,তারল্ল
তারাবি,তারাবী
তারিফ,তারীফ
তারুণ্য,তারুন্য
তালগাছ,তাল-গাছ
তালশাঁস,তালশাস
তালাকনামা,তালাক নামা
তালাচাবি,তালাচাবী
তালাশ,তালাস
তালি,তালী
তালিকা,তালীকা
তালিকাভুক্ত,তালিকাভূক্ত
তালিকাভুক্তি,তালিকাভুক্তী
তালিম,তালীম
তাহাজ্জুদ,তাহাজ্জূদ
তিতিক্ষা,তিতীক্ষা
তিতির,তিতীর
তিথি,তিথী
তিব্বতি,তিব্বতী
তিমির,তিমীর
তিয়াত্তর,তিয়াত্তুর
তির (বাণ),তীর
তিরন্দাজ,তীরন্দাজ
তিরপল,তীরপল
তিরস্কার,তিরষ্কার
তিরস্কৃত,তিরষ্কৃত
তিরানব্বই,তেরানব্বই
তিরিক্ষি,তিরিক্ষী
তিরিশ,তিরীশ
তিরিশোত্তর,তিরিশত্তর
তিরিশোর্ধ্ব,তিরিশোর্ধ
তিল,তীল
তিলক,তীলক
তিলাওয়াত,তিলাওয়াৎ
তিসি,তিসী
তীক্ষ্ণ,তিক্ষ্ণ
তীব্র,তিব্র
তীর (পাড়),তির
তীরবর্তী,তীরবর্তি
তীর্থ,তির্থ
তীর্থভ্রমণ,তীর্থভ্রমন
তীর্থযাত্রী,তীর্থযাত্রি
তুইতোকারি,তুইতোকারী
তুঁত,তুত
তুখোড়,তুখোর
তুঙ্গ,তুংগ
তুঘলকি,তুঘলকী
তুচ্ছতাচ্ছিল্য,তুচ্ছ তাচ্ছিল্য
তুড়ি,তুরি
তুফান,তুফাণ
তুবড়ি,তুবরি
তুরানি,তুরানী
তুরুপ,তুরূপ
তুর্কি,তুর্কী
তুলনামূলক,তুলনা মূলক
তুলনীয়,তূলনীয়
তুলসী,তুলসি
তুলসীপাতা,তুলসিপাতা
তুলি,তুলী
তুষ,তুস
তুষার,তূষার
তুষারঝড়,তুষার ঝড়
তুষারধস,তুষারধ্বস
তুষারপাত,ত্যর্ার পাত
তুষারমানব,তুষার মানব
তুষারযুগ,তুষার যুগ
তৃণজীবী,তৃণজীবি
তৃণভোজী,তৃণভোজ
তৃণমূল,তৃনমূল
তৃতীয়,তৃতিয়
তৃপ্তি,তৃপ্তী
তেঁতুল,তেতুল
তেজপাতা,তেজ পাতা
তেজস্ক্রিয়,তেজষ্ক্রীয়
তেজস্বিতা,তেজস্বীতা
তেজস্বী,তেজস্বি
তেজারতি,তেজারতী
তেজি,তেজী
তেজীয়সী,তেজীয়সি
তেজীয়ান,তেজিয়ান
তেতলা (তিন তলা),তেতালা
তেভাগা,তে-ভাগা
তেমাথা,তে-মাথা
তেরপল,তেরফল
তেরো,তের
তেরোই,তেরই
তেলরং,তেলরঙ
তেলাওয়াত,তেলাওয়াৎ
তেলাকুচা,তেলাকূচা
তেলাপিয়া,তেলাপীয়া
তেলাপোকা,তেলপোকা
তেলেভাজা,তেলে-ভাজা
তেলেসমাতি,তেলেসমাতী
তেসরা,তেসড়া
তেহারি,তেহারী
তৈজসপত্র,তৈজষপত্র
তৈরি,তৈরী
তৈরি করা,তৈরী করা
তৈলকূপ,তৈলকুপ
তৈলখনি,তৈলখণি
তৈলচিত্র,তৈল চিত্র
তৈলমর্দন,তৈল মর্দন
তোড়জোড়,তোরজোর
তোতলামি,তোতলামী
তোপধ্বনি,তোপধ্বনী
তোবড়ানো,তোবড়ান
তোলপাড়,তােলপার
তােশক,তােষক
তোশাখানা,তোষাখানা
তোষণ,তোষন
তোষণনীতি,তোষণ নীতি
তোষামোদি,তোষামোদী
নতার্াযর্াশদ,নতার্াযর্াদী
ত্বরণ,ত্বরন
ত্বরান্বিত,তরান্বিত
ত্বরিত (তাড়াতাড়ি),তড়িৎ
ত্যক্ত,ত্যাক্ত
ত্যাগধর্মিতা,ত্যাগধর্মীতা
ত্যাগী,ত্যাগি
ত্যাজ্য,ত্যজ্য
ত্যাজ্যপুত্র,ত্যজ্যপুত্র
ত্রয়ী,ত্রয়ি
ত্রাণ,ত্রান
ত্রাণসামগ্রী,ত্রাণসামগ্রি
ত্রাহি,ত্রাহী
ত্রিকোণমিতি,ত্রিকোনমিতি
ত্রিধাবিভক্ত,ত্রিদাবিভক্ত
ত্রিপদী,ত্রিপদি
ত্রিপল,ত্রীপল
ত্রিপিটক,ত্রীপিটক
ত্রিবেণি,ত্রিবেণী
ত্রিভুজ,ত্রিভূজ
ত্রিভুবন,ত্রিভূবন
ত্রিমাত্রিক,ত্রিমাত্রীক
ত্রিমূর্তি,ত্রিমুর্তি
ত্রিশ,ত্রীশ
ত্রিশঙ্কু,ত্রিশংকু
ত্রিশূল,ত্রিশুল
